image_index,true_emotion,predicted_emotion,true_label_idx,pred_label_idx
6288,fear,anger,1,0
6289,fear,calm,1,2
6290,fear,anger,1,0
6292,fear,surprise,1,3
6295,fear,anger,1,0
6297,fear,anger,1,0
6299,fear,anger,1,0
6300,fear,anger,1,0
6302,fear,anger,1,0
6303,fear,anger,1,0
6304,fear,anger,1,0
6306,fear,anger,1,0
6309,fear,surprise,1,3
6310,fear,surprise,1,3
6311,fear,anger,1,0
6312,fear,anger,1,0
6315,fear,calm,1,2
6319,fear,anger,1,0
6322,fear,calm,1,2
6323,fear,anger,1,0
6324,fear,anger,1,0
6326,fear,surprise,1,3
6327,fear,surprise,1,3
6329,fear,anger,1,0
6333,fear,surprise,1,3
6334,fear,anger,1,0
6335,fear,anger,1,0
6337,fear,anger,1,0
6339,fear,surprise,1,3
6340,fear,calm,1,2
6341,fear,anger,1,0
6342,fear,anger,1,0
6343,fear,surprise,1,3
6344,fear,calm,1,2
6345,fear,calm,1,2
6346,fear,surprise,1,3
6347,fear,calm,1,2
6348,fear,calm,1,2
6350,fear,anger,1,0
6354,fear,surprise,1,3
6355,fear,calm,1,2
6356,fear,anger,1,0
6357,fear,anger,1,0
6358,fear,anger,1,0
6359,fear,anger,1,0
6360,fear,anger,1,0
6362,fear,anger,1,0
6363,fear,anger,1,0
6364,fear,surprise,1,3
6365,fear,anger,1,0
6366,fear,surprise,1,3
6367,fear,anger,1,0
6370,fear,anger,1,0
6371,fear,anger,1,0
6372,fear,anger,1,0
6373,fear,anger,1,0
6375,fear,calm,1,2
6376,fear,anger,1,0
6380,fear,anger,1,0
6381,fear,anger,1,0
6382,fear,surprise,1,3
6383,fear,anger,1,0
6384,fear,calm,1,2
6385,fear,anger,1,0
6387,fear,anger,1,0
6388,fear,anger,1,0
6389,fear,anger,1,0
6390,fear,calm,1,2
6392,fear,anger,1,0
6394,fear,anger,1,0
6397,fear,surprise,1,3
6399,fear,anger,1,0
6400,fear,surprise,1,3
6403,fear,surprise,1,3
6405,fear,anger,1,0
6408,fear,anger,1,0
6410,fear,anger,1,0
6411,fear,surprise,1,3
6412,fear,anger,1,0
6414,fear,anger,1,0
6415,fear,calm,1,2
6416,fear,anger,1,0
6417,fear,calm,1,2
6418,fear,anger,1,0
6420,fear,surprise,1,3
6421,fear,anger,1,0
6422,fear,surprise,1,3
6423,fear,calm,1,2
6424,fear,anger,1,0
6426,fear,anger,1,0
6427,fear,anger,1,0
6435,fear,anger,1,0
6437,fear,anger,1,0
6438,fear,anger,1,0
6439,fear,anger,1,0
6440,fear,anger,1,0
6443,fear,surprise,1,3
6444,fear,surprise,1,3
6445,fear,anger,1,0
6446,fear,surprise,1,3
6447,fear,calm,1,2
6448,fear,anger,1,0
6450,fear,surprise,1,3
6452,fear,surprise,1,3
6453,fear,surprise,1,3
6454,fear,anger,1,0
6455,fear,surprise,1,3
6456,fear,surprise,1,3
6457,fear,calm,1,2
6458,fear,anger,1,0
6459,fear,calm,1,2
6461,fear,anger,1,0
6465,fear,calm,1,2
6467,fear,anger,1,0
6469,fear,anger,1,0
6470,fear,calm,1,2
6471,fear,calm,1,2
6473,fear,surprise,1,3
6476,fear,anger,1,0
6479,fear,surprise,1,3
6481,fear,calm,1,2
6483,fear,calm,1,2
6484,fear,anger,1,0
6485,fear,surprise,1,3
6486,fear,surprise,1,3
6487,fear,anger,1,0
6488,fear,surprise,1,3
6489,fear,anger,1,0
6490,fear,calm,1,2
6491,fear,surprise,1,3
6492,fear,surprise,1,3
6493,fear,anger,1,0
6495,fear,anger,1,0
6497,fear,calm,1,2
6498,fear,anger,1,0
6499,fear,anger,1,0
6502,fear,surprise,1,3
6503,fear,anger,1,0
6505,fear,calm,1,2
6506,fear,calm,1,2
6510,fear,anger,1,0
6513,fear,anger,1,0
6514,fear,anger,1,0
6516,fear,surprise,1,3
6517,fear,calm,1,2
6520,fear,anger,1,0
6521,fear,anger,1,0
6522,fear,surprise,1,3
6523,fear,anger,1,0
6524,fear,anger,1,0
6525,fear,anger,1,0
6526,fear,calm,1,2
6528,fear,anger,1,0
6530,fear,surprise,1,3
6531,fear,anger,1,0
6532,fear,anger,1,0
6534,fear,surprise,1,3
6535,fear,anger,1,0
6536,fear,calm,1,2
6543,fear,calm,1,2
6544,fear,anger,1,0
6545,fear,calm,1,2
6546,fear,surprise,1,3
6547,fear,anger,1,0
6552,fear,calm,1,2
6553,fear,anger,1,0
6554,fear,anger,1,0
6556,fear,surprise,1,3
6557,fear,calm,1,2
6558,fear,calm,1,2
6559,fear,anger,1,0
6561,fear,surprise,1,3
6563,fear,surprise,1,3
6564,fear,surprise,1,3
6565,fear,anger,1,0
6566,fear,surprise,1,3
6567,fear,anger,1,0
6568,fear,calm,1,2
6569,fear,anger,1,0
6574,fear,calm,1,2
6575,fear,calm,1,2
6577,fear,surprise,1,3
6578,fear,anger,1,0
6580,fear,anger,1,0
6581,fear,surprise,1,3
6582,fear,calm,1,2
6585,fear,anger,1,0
6587,fear,calm,1,2
6589,fear,surprise,1,3
6590,fear,anger,1,0
6592,fear,anger,1,0
6593,fear,anger,1,0
6594,fear,anger,1,0
6595,fear,anger,1,0
6596,fear,anger,1,0
6598,fear,anger,1,0
6599,fear,anger,1,0
6600,fear,anger,1,0
6603,fear,anger,1,0
6605,fear,anger,1,0
6607,fear,anger,1,0
6609,fear,anger,1,0
6610,fear,calm,1,2
6611,fear,surprise,1,3
6612,fear,anger,1,0
6613,fear,anger,1,0
6614,fear,calm,1,2
6615,fear,surprise,1,3
6616,fear,anger,1,0
6617,fear,surprise,1,3
6621,fear,anger,1,0
6622,fear,calm,1,2
6623,fear,anger,1,0
6624,fear,surprise,1,3
6625,fear,calm,1,2
6628,fear,anger,1,0
6632,fear,anger,1,0
6636,fear,surprise,1,3
6637,fear,surprise,1,3
6640,fear,anger,1,0
6642,fear,surprise,1,3
6643,fear,surprise,1,3
6645,fear,anger,1,0
6646,fear,calm,1,2
6647,fear,surprise,1,3
6648,fear,calm,1,2
6651,fear,calm,1,2
6653,fear,calm,1,2
6654,fear,surprise,1,3
6655,fear,anger,1,0
6656,fear,anger,1,0
6657,fear,surprise,1,3
6658,fear,anger,1,0
6659,fear,anger,1,0
6660,fear,calm,1,2
6661,fear,anger,1,0
6662,fear,calm,1,2
6663,fear,anger,1,0
6665,fear,anger,1,0
6669,fear,calm,1,2
6670,fear,surprise,1,3
6671,fear,anger,1,0
6673,fear,surprise,1,3
6674,fear,anger,1,0
6675,fear,anger,1,0
6676,fear,anger,1,0
6678,fear,anger,1,0
6679,fear,anger,1,0
6688,fear,anger,1,0
6690,fear,surprise,1,3
6691,fear,anger,1,0
6692,fear,calm,1,2
6693,fear,anger,1,0
6696,fear,surprise,1,3
6699,fear,anger,1,0
6704,fear,anger,1,0
6705,fear,anger,1,0
6707,fear,calm,1,2
6709,fear,anger,1,0
6711,fear,anger,1,0
6714,fear,surprise,1,3
6715,fear,surprise,1,3
6716,fear,anger,1,0
6717,fear,calm,1,2
6719,fear,anger,1,0
6720,fear,anger,1,0
6723,fear,anger,1,0
6729,fear,calm,1,2
6731,fear,anger,1,0
6733,fear,calm,1,2
6734,fear,calm,1,2
6735,fear,anger,1,0
6739,fear,calm,1,2
6744,fear,anger,1,0
6745,fear,surprise,1,3
6746,fear,surprise,1,3
6748,fear,surprise,1,3
6749,fear,surprise,1,3
6753,fear,surprise,1,3
6754,fear,surprise,1,3
6756,fear,surprise,1,3
6757,fear,calm,1,2
6758,fear,anger,1,0
6759,fear,surprise,1,3
6763,fear,surprise,1,3
6766,fear,anger,1,0
6767,fear,calm,1,2
6769,fear,anger,1,0
6772,fear,anger,1,0
6773,fear,anger,1,0
6775,fear,anger,1,0
6776,fear,surprise,1,3
6778,fear,anger,1,0
6780,fear,anger,1,0
6781,fear,surprise,1,3
6782,fear,surprise,1,3
6783,fear,anger,1,0
6784,fear,calm,1,2
6785,fear,calm,1,2
6786,fear,calm,1,2
6788,fear,anger,1,0
6789,fear,calm,1,2
6790,fear,surprise,1,3
6792,fear,anger,1,0
6793,fear,calm,1,2
6794,fear,anger,1,0
6796,fear,calm,1,2
6797,fear,anger,1,0
6798,fear,anger,1,0
6799,fear,anger,1,0
6800,fear,anger,1,0
6801,fear,anger,1,0
6802,fear,anger,1,0
6807,fear,calm,1,2
6810,fear,anger,1,0
6811,fear,anger,1,0
6813,fear,anger,1,0
6815,fear,anger,1,0
6816,fear,calm,1,2
6817,fear,anger,1,0
6818,fear,anger,1,0
6819,fear,anger,1,0
6820,fear,calm,1,2
6821,fear,anger,1,0
6822,fear,anger,1,0
6824,fear,anger,1,0
6825,fear,surprise,1,3
6828,fear,calm,1,2
6830,fear,surprise,1,3
6831,fear,surprise,1,3
6833,fear,surprise,1,3
6836,fear,anger,1,0
6837,fear,surprise,1,3
6838,fear,anger,1,0
6840,fear,calm,1,2
6842,fear,anger,1,0
6844,fear,surprise,1,3
6845,fear,anger,1,0
6846,fear,anger,1,0
6847,fear,calm,1,2
6848,fear,surprise,1,3
6850,fear,calm,1,2
6851,fear,anger,1,0
6852,fear,anger,1,0
6853,fear,anger,1,0
6854,fear,anger,1,0
6855,fear,anger,1,0
6859,fear,anger,1,0
6861,fear,anger,1,0
6862,fear,calm,1,2
6863,fear,anger,1,0
6864,fear,anger,1,0
6865,fear,anger,1,0
6866,fear,calm,1,2
6869,fear,anger,1,0
6872,fear,anger,1,0
6876,fear,calm,1,2
6877,fear,anger,1,0
6879,fear,surprise,1,3
6880,fear,anger,1,0
6881,fear,anger,1,0
6882,fear,anger,1,0
6883,fear,calm,1,2
6884,fear,calm,1,2
6886,fear,surprise,1,3
6888,fear,anger,1,0
6889,fear,surprise,1,3
6890,fear,surprise,1,3
6891,fear,surprise,1,3
6892,fear,surprise,1,3
6894,fear,surprise,1,3
6896,fear,calm,1,2
6897,fear,anger,1,0
6899,fear,anger,1,0
6900,fear,calm,1,2
6901,fear,anger,1,0
6903,fear,anger,1,0
6904,fear,surprise,1,3
6905,fear,surprise,1,3
6907,fear,calm,1,2
6908,fear,surprise,1,3
6910,fear,anger,1,0
6912,fear,anger,1,0
6914,fear,anger,1,0
6915,fear,anger,1,0
6916,fear,calm,1,2
6917,fear,anger,1,0
6921,fear,anger,1,0
6922,fear,anger,1,0
6924,fear,anger,1,0
6925,fear,surprise,1,3
6926,fear,calm,1,2
6928,fear,surprise,1,3
6929,fear,calm,1,2
6931,fear,anger,1,0
6933,fear,anger,1,0
6934,fear,calm,1,2
6936,fear,anger,1,0
6938,fear,anger,1,0
6939,fear,surprise,1,3
6941,fear,surprise,1,3
6943,fear,calm,1,2
6948,fear,anger,1,0
6949,fear,surprise,1,3
6950,fear,calm,1,2
6952,fear,anger,1,0
6953,fear,surprise,1,3
6954,fear,calm,1,2
6956,fear,anger,1,0
6958,fear,calm,1,2
6959,fear,anger,1,0
6960,fear,calm,1,2
6964,fear,anger,1,0
6965,fear,surprise,1,3
6966,fear,anger,1,0
6967,fear,anger,1,0
6968,fear,anger,1,0
6969,fear,anger,1,0
6970,fear,anger,1,0
6971,fear,calm,1,2
6972,fear,anger,1,0
6973,fear,anger,1,0
6975,fear,anger,1,0
6976,fear,anger,1,0
6977,fear,anger,1,0
6978,fear,surprise,1,3
6979,fear,anger,1,0
6981,fear,calm,1,2
6982,fear,anger,1,0
6983,fear,surprise,1,3
6984,fear,anger,1,0
6985,fear,anger,1,0
6986,fear,calm,1,2
6987,fear,anger,1,0
6990,fear,surprise,1,3
6992,fear,calm,1,2
6993,fear,anger,1,0
6994,fear,anger,1,0
6995,fear,anger,1,0
6997,fear,anger,1,0
6998,fear,anger,1,0
6999,fear,calm,1,2
7000,fear,calm,1,2
7001,fear,surprise,1,3
7002,fear,surprise,1,3
7003,fear,anger,1,0
7004,fear,anger,1,0
7005,fear,surprise,1,3
7006,fear,anger,1,0
7008,fear,anger,1,0
7010,fear,anger,1,0
7011,fear,surprise,1,3
7012,fear,calm,1,2
7014,fear,anger,1,0
7015,fear,calm,1,2
7018,fear,surprise,1,3
7019,fear,anger,1,0
7020,fear,anger,1,0
7021,fear,calm,1,2
7022,fear,anger,1,0
7023,fear,anger,1,0
7024,fear,anger,1,0
7025,fear,anger,1,0
7028,fear,surprise,1,3
7029,fear,calm,1,2
7031,fear,anger,1,0
7032,fear,anger,1,0
7033,fear,anger,1,0
7034,fear,surprise,1,3
7037,fear,anger,1,0
7039,fear,anger,1,0
7040,fear,anger,1,0
7041,fear,calm,1,2
7042,fear,anger,1,0
7043,fear,anger,1,0
7044,fear,surprise,1,3
7046,fear,anger,1,0
7048,fear,calm,1,2
7049,fear,anger,1,0
7054,fear,anger,1,0
7057,fear,anger,1,0
7058,fear,surprise,1,3
7059,fear,anger,1,0
7060,fear,anger,1,0
7061,fear,surprise,1,3
7062,fear,anger,1,0
7064,fear,calm,1,2
7065,fear,calm,1,2
7068,fear,anger,1,0
7069,fear,surprise,1,3
7070,fear,anger,1,0
7071,fear,anger,1,0
7073,fear,anger,1,0
7074,fear,surprise,1,3
7077,fear,anger,1,0
7078,fear,anger,1,0
7079,fear,calm,1,2
7080,fear,anger,1,0
7083,fear,surprise,1,3
7085,fear,calm,1,2
7086,fear,anger,1,0
7090,fear,anger,1,0
7091,fear,anger,1,0
7094,fear,anger,1,0
7095,fear,calm,1,2
7096,fear,calm,1,2
7100,fear,anger,1,0
7102,fear,calm,1,2
7103,fear,calm,1,2
7104,fear,anger,1,0
7105,fear,anger,1,0
7106,fear,anger,1,0
7108,fear,anger,1,0
7112,fear,anger,1,0
7114,fear,surprise,1,3
7117,fear,anger,1,0
7119,fear,anger,1,0
7120,fear,calm,1,2
7121,fear,anger,1,0
7122,fear,anger,1,0
7123,fear,anger,1,0
7125,fear,anger,1,0
7128,fear,anger,1,0
7129,fear,calm,1,2
7130,fear,calm,1,2
7131,fear,calm,1,2
7132,fear,calm,1,2
7135,fear,surprise,1,3
7136,fear,surprise,1,3
7137,fear,anger,1,0
7140,fear,surprise,1,3
7145,fear,surprise,1,3
7146,fear,surprise,1,3
7150,fear,calm,1,2
7151,fear,anger,1,0
7152,fear,calm,1,2
7153,fear,surprise,1,3
7154,fear,anger,1,0
7155,fear,anger,1,0
7156,fear,anger,1,0
7157,fear,surprise,1,3
7161,fear,anger,1,0
7162,fear,calm,1,2
7163,fear,anger,1,0
7164,fear,anger,1,0
7167,fear,anger,1,0
7172,fear,surprise,1,3
7173,fear,surprise,1,3
7176,fear,calm,1,2
7177,fear,surprise,1,3
7178,fear,anger,1,0
7179,fear,surprise,1,3
7180,fear,anger,1,0
7181,fear,anger,1,0
7183,fear,surprise,1,3
7185,fear,surprise,1,3
7186,fear,calm,1,2
7188,fear,calm,1,2
7189,fear,calm,1,2
7190,fear,anger,1,0
7191,fear,calm,1,2
7195,fear,anger,1,0
7197,fear,calm,1,2
7199,fear,anger,1,0
7200,fear,calm,1,2
7201,fear,anger,1,0
7204,fear,surprise,1,3
7205,fear,anger,1,0
7206,fear,surprise,1,3
7207,fear,anger,1,0
7209,fear,calm,1,2
7210,fear,anger,1,0
7211,fear,surprise,1,3
7213,fear,anger,1,0
7215,fear,surprise,1,3
7219,fear,anger,1,0
7220,fear,calm,1,2
7221,fear,anger,1,0
7222,fear,calm,1,2
7226,fear,calm,1,2
7227,fear,anger,1,0
7228,fear,anger,1,0
7229,fear,anger,1,0
7230,fear,surprise,1,3
7232,fear,surprise,1,3
7233,fear,surprise,1,3
7234,fear,anger,1,0
7235,fear,calm,1,2
7236,fear,calm,1,2
7237,fear,surprise,1,3
7240,fear,anger,1,0
7241,fear,surprise,1,3
7242,fear,anger,1,0
7243,fear,anger,1,0
7244,fear,anger,1,0
7246,fear,surprise,1,3
7247,fear,surprise,1,3
7249,fear,anger,1,0
7250,fear,calm,1,2
7251,fear,calm,1,2
7252,fear,calm,1,2
7253,fear,calm,1,2
7254,fear,surprise,1,3
7255,fear,anger,1,0
7257,fear,anger,1,0
7259,fear,surprise,1,3
7260,fear,anger,1,0
7261,fear,surprise,1,3
7262,fear,calm,1,2
7263,fear,anger,1,0
7265,fear,surprise,1,3
7266,fear,anger,1,0
7267,fear,anger,1,0
7268,fear,calm,1,2
7269,fear,surprise,1,3
7270,fear,anger,1,0
7272,fear,calm,1,2
7273,fear,anger,1,0
7274,fear,surprise,1,3
7275,fear,anger,1,0
7277,fear,anger,1,0
7278,fear,calm,1,2
7279,fear,anger,1,0
7280,fear,anger,1,0
7281,fear,surprise,1,3
7282,fear,surprise,1,3
7283,fear,surprise,1,3
7285,fear,surprise,1,3
7287,fear,surprise,1,3
7288,fear,surprise,1,3
7289,fear,surprise,1,3
7291,fear,anger,1,0
7292,fear,anger,1,0
7293,fear,calm,1,2
7299,fear,surprise,1,3
7301,fear,anger,1,0
7305,fear,anger,1,0
7306,fear,anger,1,0
7307,fear,anger,1,0
7309,fear,anger,1,0
7312,fear,surprise,1,3
7316,fear,surprise,1,3
7317,fear,anger,1,0
7318,fear,anger,1,0
7320,fear,anger,1,0
7324,fear,anger,1,0
7325,fear,calm,1,2
7326,fear,anger,1,0
7329,fear,anger,1,0
7331,fear,anger,1,0
7332,fear,surprise,1,3
7333,fear,anger,1,0
7334,fear,anger,1,0
7338,fear,calm,1,2
7339,fear,anger,1,0
7341,fear,anger,1,0
7344,fear,anger,1,0
7346,fear,calm,1,2
7347,fear,surprise,1,3
7350,fear,calm,1,2
7351,fear,anger,1,0
7353,fear,surprise,1,3
7354,fear,anger,1,0
7355,fear,surprise,1,3
7357,fear,calm,1,2
7359,fear,anger,1,0
7360,fear,anger,1,0
7361,fear,anger,1,0
7363,fear,anger,1,0
7365,fear,calm,1,2
7366,fear,anger,1,0
7367,fear,calm,1,2
7368,fear,anger,1,0
7369,fear,calm,1,2
7370,fear,calm,1,2
7371,fear,anger,1,0
7372,fear,calm,1,2
7373,fear,anger,1,0
7374,fear,surprise,1,3
7377,fear,anger,1,0
7378,fear,surprise,1,3
7380,fear,calm,1,2
7381,fear,anger,1,0
7384,fear,calm,1,2
7385,fear,anger,1,0
7386,fear,anger,1,0
7390,fear,surprise,1,3
7391,fear,anger,1,0
7392,fear,anger,1,0
7393,fear,anger,1,0
7395,fear,surprise,1,3
7396,fear,calm,1,2
7397,fear,anger,1,0
7398,fear,calm,1,2
7399,fear,anger,1,0
7401,fear,anger,1,0
7402,fear,anger,1,0
7404,fear,anger,1,0
7406,fear,surprise,1,3
7416,fear,anger,1,0
7417,fear,anger,1,0
7419,fear,calm,1,2
7420,fear,calm,1,2
7421,fear,anger,1,0
7422,fear,anger,1,0
7423,fear,calm,1,2
7425,fear,anger,1,0
7426,fear,calm,1,2
7428,fear,calm,1,2
7429,fear,anger,1,0
7431,fear,surprise,1,3
7432,fear,anger,1,0
7433,fear,surprise,1,3
7434,fear,anger,1,0
7436,fear,surprise,1,3
7439,fear,surprise,1,3
7440,fear,calm,1,2
7441,fear,anger,1,0
7442,fear,calm,1,2
7443,fear,calm,1,2
7444,fear,calm,1,2
7448,fear,calm,1,2
7450,fear,anger,1,0
7451,fear,surprise,1,3
7453,fear,surprise,1,3
7455,fear,surprise,1,3
7456,fear,anger,1,0
7459,fear,anger,1,0
7460,fear,anger,1,0
7461,fear,anger,1,0
7463,fear,anger,1,0
7468,fear,surprise,1,3
7469,fear,anger,1,0
7471,fear,calm,1,2
7473,fear,calm,1,2
7474,fear,surprise,1,3
7476,fear,anger,1,0
7477,fear,surprise,1,3
7481,fear,anger,1,0
7484,fear,anger,1,0
7485,fear,calm,1,2
7486,fear,anger,1,0
7488,fear,anger,1,0
7490,fear,surprise,1,3
7491,fear,anger,1,0
7496,fear,surprise,1,3
7497,fear,surprise,1,3
7499,fear,anger,1,0
7501,fear,calm,1,2
7502,fear,calm,1,2
7503,fear,anger,1,0
7504,fear,surprise,1,3
7505,fear,calm,1,2
7506,fear,surprise,1,3
7507,fear,anger,1,0
7508,fear,anger,1,0
7511,fear,anger,1,0
7512,fear,surprise,1,3
7513,fear,anger,1,0
7514,fear,anger,1,0
7515,fear,anger,1,0
7516,fear,calm,1,2
7518,fear,surprise,1,3
7519,fear,surprise,1,3
7520,fear,anger,1,0
7525,fear,calm,1,2
7526,fear,anger,1,0
7527,fear,anger,1,0
7528,fear,surprise,1,3
7529,fear,calm,1,2
7531,fear,surprise,1,3
7533,fear,anger,1,0
7534,fear,calm,1,2
7535,fear,anger,1,0
7538,fear,calm,1,2
7539,fear,anger,1,0
7540,fear,anger,1,0
7541,fear,calm,1,2
7543,fear,anger,1,0
7544,fear,anger,1,0
7545,fear,anger,1,0
7546,fear,anger,1,0
7548,fear,calm,1,2
7549,fear,calm,1,2
7551,fear,anger,1,0
7553,fear,surprise,1,3
7555,fear,calm,1,2
7556,fear,anger,1,0
7558,fear,surprise,1,3
7560,fear,anger,1,0
7561,fear,calm,1,2
7563,fear,anger,1,0
7566,fear,anger,1,0
7567,fear,calm,1,2
7568,fear,anger,1,0
7570,fear,calm,1,2
7572,fear,surprise,1,3
7575,fear,calm,1,2
7576,fear,calm,1,2
7577,fear,anger,1,0
7578,fear,anger,1,0
7579,fear,anger,1,0
7580,fear,surprise,1,3
7582,fear,surprise,1,3
7583,fear,calm,1,2
7584,fear,anger,1,0
7585,fear,surprise,1,3
7586,fear,anger,1,0
7588,fear,anger,1,0
7590,fear,surprise,1,3
7591,fear,surprise,1,3
7592,fear,calm,1,2
7593,fear,anger,1,0
7594,fear,anger,1,0
7595,fear,calm,1,2
7596,fear,anger,1,0
7598,fear,calm,1,2
7600,fear,surprise,1,3
7601,fear,anger,1,0
7604,fear,anger,1,0
7605,fear,anger,1,0
7607,fear,surprise,1,3
7609,fear,anger,1,0
7613,fear,calm,1,2
7614,fear,calm,1,2
7615,fear,surprise,1,3
7616,fear,anger,1,0
7619,fear,calm,1,2
7621,fear,anger,1,0
7622,fear,calm,1,2
7624,fear,anger,1,0
7625,fear,calm,1,2
7626,fear,anger,1,0
7627,fear,anger,1,0
7628,fear,anger,1,0
7630,fear,surprise,1,3
7631,fear,anger,1,0
7632,fear,anger,1,0
7633,fear,anger,1,0
7634,fear,surprise,1,3
7635,fear,calm,1,2
7637,fear,anger,1,0
7639,fear,anger,1,0
7640,fear,surprise,1,3
7641,fear,calm,1,2
7642,fear,anger,1,0
7643,fear,calm,1,2
7647,fear,anger,1,0
7648,fear,calm,1,2
7652,fear,surprise,1,3
7655,fear,calm,1,2
7657,fear,surprise,1,3
7660,fear,surprise,1,3
7662,fear,calm,1,2
7665,fear,anger,1,0
7666,fear,surprise,1,3
7667,fear,anger,1,0
7669,fear,anger,1,0
7671,fear,calm,1,2
7673,fear,anger,1,0
7675,fear,calm,1,2
7676,fear,surprise,1,3
7677,fear,calm,1,2
7678,fear,surprise,1,3
7679,fear,surprise,1,3
7681,fear,calm,1,2
7682,fear,anger,1,0
7686,fear,anger,1,0
7688,fear,anger,1,0
7690,fear,anger,1,0
7691,fear,anger,1,0
7692,fear,calm,1,2
7693,fear,calm,1,2
7694,fear,anger,1,0
7695,fear,calm,1,2
7697,fear,surprise,1,3
7705,fear,anger,1,0
7708,fear,surprise,1,3
7711,fear,calm,1,2
7712,fear,surprise,1,3
7713,fear,anger,1,0
7715,fear,anger,1,0
7716,fear,calm,1,2
7718,fear,surprise,1,3
7719,fear,anger,1,0
7721,fear,surprise,1,3
7722,fear,surprise,1,3
7723,fear,calm,1,2
7724,fear,anger,1,0
7725,fear,anger,1,0
7726,fear,anger,1,0
7729,fear,anger,1,0
7730,fear,anger,1,0
7733,fear,anger,1,0
7738,fear,calm,1,2
7741,fear,calm,1,2
7742,fear,calm,1,2
7743,fear,anger,1,0
7745,fear,calm,1,2
7747,fear,calm,1,2
7750,fear,surprise,1,3
7752,fear,anger,1,0
7753,fear,surprise,1,3
7754,fear,calm,1,2
7755,fear,anger,1,0
7756,fear,anger,1,0
7758,fear,surprise,1,3
7759,fear,anger,1,0
7760,fear,surprise,1,3
7764,fear,anger,1,0
7765,fear,anger,1,0
7768,fear,calm,1,2
7770,fear,surprise,1,3
7771,fear,calm,1,2
7773,fear,anger,1,0
7775,fear,calm,1,2
7777,fear,surprise,1,3
7779,fear,anger,1,0
7780,fear,surprise,1,3
7781,fear,anger,1,0
7784,fear,anger,1,0
7786,fear,surprise,1,3
7787,fear,calm,1,2
7790,fear,calm,1,2
7792,fear,calm,1,2
7793,fear,anger,1,0
7794,fear,anger,1,0
7797,fear,anger,1,0
7798,fear,anger,1,0
7800,fear,anger,1,0
7801,fear,anger,1,0
7804,fear,anger,1,0
7805,fear,anger,1,0
7809,fear,anger,1,0
7811,fear,anger,1,0
7812,fear,anger,1,0
7814,fear,calm,1,2
7815,fear,surprise,1,3
7817,fear,calm,1,2
7819,fear,anger,1,0
7820,fear,anger,1,0
7821,fear,calm,1,2
7824,fear,anger,1,0
7825,fear,anger,1,0
7826,fear,surprise,1,3
7828,fear,anger,1,0
7829,fear,calm,1,2
7831,fear,calm,1,2
7832,fear,anger,1,0
7833,fear,surprise,1,3
7835,fear,anger,1,0
7836,fear,anger,1,0
7839,fear,anger,1,0
7842,fear,anger,1,0
7843,fear,anger,1,0
7844,fear,surprise,1,3
7845,fear,anger,1,0
7846,fear,surprise,1,3
7848,fear,anger,1,0
7849,fear,anger,1,0
7850,fear,anger,1,0
7851,fear,calm,1,2
7852,fear,calm,1,2
7853,fear,anger,1,0
7857,fear,anger,1,0
7859,fear,surprise,1,3
7860,fear,calm,1,2
7861,fear,calm,1,2
7866,fear,surprise,1,3
7869,fear,surprise,1,3
7872,fear,anger,1,0
7874,fear,anger,1,0
7875,fear,calm,1,2
7876,fear,anger,1,0
7877,fear,calm,1,2
7878,fear,surprise,1,3
7879,fear,calm,1,2
7881,fear,surprise,1,3
7882,fear,anger,1,0
7883,fear,anger,1,0
7884,fear,calm,1,2
7885,fear,anger,1,0
7887,fear,surprise,1,3
7888,fear,anger,1,0
7889,fear,anger,1,0
7890,fear,anger,1,0
7892,fear,anger,1,0
7894,fear,calm,1,2
7895,fear,surprise,1,3
7896,fear,anger,1,0
7897,fear,anger,1,0
7898,fear,surprise,1,3
7900,fear,anger,1,0
7901,fear,anger,1,0
7903,fear,anger,1,0
7904,fear,surprise,1,3
7905,fear,anger,1,0
7907,fear,anger,1,0
7909,fear,anger,1,0
7910,fear,surprise,1,3
7913,fear,surprise,1,3
7914,fear,anger,1,0
7917,fear,anger,1,0
7919,fear,anger,1,0
7921,fear,calm,1,2
7922,fear,surprise,1,3
7923,fear,anger,1,0
7925,fear,anger,1,0
7926,fear,anger,1,0
7927,fear,calm,1,2
7928,fear,anger,1,0
7931,fear,calm,1,2
7935,fear,calm,1,2
7936,fear,surprise,1,3
7937,fear,calm,1,2
7938,fear,anger,1,0
7939,fear,anger,1,0
7940,fear,anger,1,0
7942,fear,calm,1,2
7943,fear,anger,1,0
7948,fear,anger,1,0
7949,fear,anger,1,0
7950,fear,anger,1,0
7952,fear,surprise,1,3
7953,fear,anger,1,0
7955,fear,anger,1,0
7957,fear,calm,1,2
7962,fear,surprise,1,3
7964,fear,calm,1,2
7965,fear,calm,1,2
7966,fear,anger,1,0
7968,fear,surprise,1,3
7969,fear,surprise,1,3
7971,fear,anger,1,0
7972,fear,anger,1,0
7973,fear,anger,1,0
7974,fear,anger,1,0
7976,fear,anger,1,0
7979,fear,surprise,1,3
7981,fear,anger,1,0
7982,fear,anger,1,0
7985,fear,anger,1,0
7988,fear,surprise,1,3
7989,fear,calm,1,2
7990,fear,calm,1,2
7991,fear,anger,1,0
7992,fear,calm,1,2
7994,fear,anger,1,0
7997,fear,surprise,1,3
8000,fear,surprise,1,3
8001,fear,anger,1,0
8005,fear,calm,1,2
8007,fear,anger,1,0
8009,fear,surprise,1,3
8010,fear,anger,1,0
